C:/Users/IFT/Documents/SOAP Scenarios/Crosslink Scenario Data/Orbit Information_ECI/GPS BIIRM-4.txt
2017/12/21 00:05:27.7500 UTC

Generated: Mon Apr 30 11:54:45 2018,
Start: 2017/12/11 00:05:27.75, Stop: 2017/12/22 00:05:27.75,
TIME_UNITS,     pos-X,              pox-Y,              pos-Z,
SECONDS,        km,                 km,                 km,
      -0.000, -17432.1019,            6585.0300,          -18984.0353,
      60.000, -17580.4516,            6428.9602,          -18897.4595,
     120.000, -17727.4609,            6272.4003,          -18809.4428,
     180.000, -17873.1184,            6115.3620,          -18719.9915,
     240.000, -18017.4126,            5957.8573,          -18629.1120,
     300.000, -18160.3322,            5799.8981,          -18536.8109,
     360.000, -18301.8658,            5641.4962,          -18443.0950,
     420.000, -18442.0024,            5482.6638,          -18347.9709,
     480.000, -18580.7310,            5323.4127,          -18251.4456,
     540.000, -18718.0404,            5163.7550,          -18153.5262,
     600.000, -18853.9200,            5003.7029,          -18054.2198,
     660.000, -18988.3589,            4843.2685,          -17953.5335,
     720.000, -19121.3466,            4682.4639,          -17851.4748,
     780.000, -19252.8725,            4521.3013,          -17748.0511,
     840.000, -19382.9261,            4359.7930,          -17643.2700,
     900.000, -19511.4971,            4197.9512,          -17537.1391,
     960.000, -19638.5754,            4035.7883,          -17429.6663,
    1020.000, -19764.1508,            3873.3165,          -17320.8593,
    1080.000, -19888.2134,            3710.5483,          -17210.7263,
    1140.000, -20010.7532,            3547.4959,          -17099.2753,
    1200.000, -20131.7604,            3384.1719,          -16986.5144,
    1260.000, -20251.2255,            3220.5886,          -16872.4521,
    1320.000, -20369.1389,            3056.7586,          -16757.0967,
    1380.000, -20485.4911,            2892.6943,          -16640.4568,
    1440.000, -20600.2729,            2728.4082,          -16522.5409,
    1500.000, -20713.4749,            2563.9129,          -16403.3578,
    1560.000, -20825.0883,            2399.2210,          -16282.9162,
    1620.000, -20935.1039,            2234.3450,          -16161.2252,
    1680.000, -21043.5129,            2069.2976,          -16038.2938,
    1740.000, -21150.3066,            1904.0913,          -15914.1310,
    1800.000, -21255.4765,            1738.7388,          -15788.7461,
    1860.000, -21359.0139,            1573.2528,          -15662.1484,
    1920.000, -21460.9106,            1407.6459,          -15534.3473,
    1980.000, -21561.1582,            1241.9309,          -15405.3524,
    2040.000, -21659.7488,            1076.1205,          -15275.1733,
    2100.000, -21756.6742,             910.2273,          -15143.8196,
    2160.000, -21851.9266,             744.2641,          -15011.3012,
    2220.000, -21945.4983,             578.2437,          -14877.6280,
    2280.000, -22037.3816,             412.1788,          -14742.8100,
    2340.000, -22127.5691,             246.0822,          -14606.8572,
    2400.000, -22216.0533,              79.9667,          -14469.7799,
    2460.000, -22302.8271,             -86.1550,          -14331.5883,
    2520.000, -22387.8832,            -252.2700,          -14192.2928,
    2580.000, -22471.2149,            -418.3657,          -14051.9038,
    2640.000, -22552.8151,            -584.4290,          -13910.4320,
    2700.000, -22632.6771,            -750.4474,          -13767.8878,
    2760.000, -22710.7945,            -916.4078,          -13624.2821,
    2820.000, -22787.1607,           -1082.2976,          -13479.6257,
    2880.000, -22861.7694,           -1248.1040,          -13333.9294,
    2940.000, -22934.6144,           -1413.8140,          -13187.2043,
    3000.000, -23005.6896,           -1579.4149,          -13039.4614,
    3060.000, -23074.9892,           -1744.8940,          -12890.7119,
    3120.000, -23142.5074,           -1910.2383,          -12740.9670,
    3180.000, -23208.2384,           -2075.4351,          -12590.2380,
    3240.000, -23272.1768,           -2240.4715,          -12438.5363,
    3300.000, -23334.3172,           -2405.3349,          -12285.8735,
    3360.000, -23394.6544,           -2570.0124,          -12132.2611,
    3420.000, -23453.1833,           -2734.4912,          -11977.7107,
    3480.000, -23509.8989,           -2898.7587,          -11822.2340,
    3540.000, -23564.7963,           -3062.8019,          -11665.8430,
    3600.000, -23617.8710,           -3226.6082,          -11508.5493,
    3660.000, -23669.1183,           -3390.1649,          -11350.3651,
    3720.000, -23718.5338,           -3553.4592,          -11191.3023,
    3780.000, -23766.1134,           -3716.4784,          -11031.3730,
    3840.000, -23811.8528,           -3879.2098,          -10870.5894,
    3900.000, -23855.7481,           -4041.6409,          -10708.9638,
    3960.000, -23897.7955,           -4203.7588,          -10546.5085,
    4020.000, -23937.9912,           -4365.5511,          -10383.2359,
    4080.000, -23976.3318,           -4527.0050,          -10219.1584,
    4140.000, -24012.8138,           -4688.1080,          -10054.2887,
    4200.000, -24047.4340,           -4848.8474,           -9888.6392,
    4260.000, -24080.1891,           -5009.2109,           -9722.2226,
    4320.000, -24111.0764,           -5169.1857,           -9555.0518,
    4380.000, -24140.0929,           -5328.7595,           -9387.1394,
    4440.000, -24167.2360,           -5487.9197,           -9218.4984,
