C:/Users/IFT/Documents/SOAP Scenarios/Crosslink Scenario Data/GPS BIIR-9.txt
2017/12/21 00:05:27.7500 UTC

Generated: Fri Apr 13 14:47:25 2018,
Start: 2017/11/21 00:05:27.75, Stop: 2017/12/22 00:05:27.75,
TIME_UNITS,     pos-X,              pox-Y,              pos-Z,
SECONDS,        km,                 km,                 km,      -0.000,  20917.1425,             967.5630,           15573.9552,
      60.000,  21019.6127,             890.8138,           15446.6779,
     120.000,  21121.4570,             814.9037,           15318.1538,
     180.000,  21222.6624,             739.8318,           15188.3938,
     240.000,  21323.2162,             665.5972,           15057.4091,
     300.000,  21423.1057,             592.1988,           14925.2106,
     360.000,  21522.3182,             519.6351,           14791.8096,
     420.000,  21620.8413,             447.9047,           14657.2174,
     480.000,  21718.6623,             377.0058,           14521.4455,
     540.000,  21815.7688,             306.9368,           14384.5052,
     600.000,  21912.1485,             237.6955,           14246.4083,
     660.000,  22007.7892,             169.2798,           14107.1663,
     720.000,  22102.6785,             101.6873,           13966.7910,
     780.000,  22196.8045,              34.9157,           13825.2942,
     840.000,  22290.1549,             -31.0378,           13682.6879,
     900.000,  22382.7180,             -96.1760,           13538.9840,
     960.000,  22474.4818,            -160.5018,           13394.1946,
    1020.000,  22565.4345,            -224.0184,           13248.3318,
    1080.000,  22655.5645,            -286.7290,           13101.4080,
    1140.000,  22744.8602,            -348.6371,           12953.4354,
    1200.000,  22833.3100,            -409.7464,           12804.4263,
    1260.000,  22920.9025,            -470.0604,           12654.3933,
    1320.000,  23007.6266,            -529.5832,           12503.3489,
    1380.000,  23093.4708,            -588.3188,           12351.3056,
    1440.000,  23178.4242,            -646.2714,           12198.2762,
    1500.000,  23262.4758,            -703.4453,           12044.2734,
    1560.000,  23345.6145,            -759.8451,           11889.3099,
    1620.000,  23427.8298,            -815.4754,           11733.3987,
    1680.000,  23509.1108,            -870.3410,           11576.5527,
    1740.000,  23589.4470,            -924.4468,           11418.7849,
    1800.000,  23668.8281,            -977.7980,           11260.1083,
    1860.000,  23747.2435,           -1030.3997,           11100.5362,
    1920.000,  23824.6831,           -1082.2573,           10940.0815,
    1980.000,  23901.1369,           -1133.3763,           10778.7577,
    2040.000,  23976.5947,           -1183.7624,           10616.5780,
    2100.000,  24051.0468,           -1233.4213,           10453.5557,
    2160.000,  24124.4834,           -1282.3589,           10289.7043,
    2220.000,  24196.8950,           -1330.5813,           10125.0371,
    2280.000,  24268.2719,           -1378.0946,            9959.5678,
    2340.000,  24338.6048,           -1424.9052,            9793.3099,
    2400.000,  24407.8846,           -1471.0195,            9626.2770,
    2460.000,  24476.1020,           -1516.4440,            9458.4828,
    2520.000,  24543.2482,           -1561.1854,            9289.9409,
    2580.000,  24609.3143,           -1605.2505,            9120.6651,
    2640.000,  24674.2916,           -1648.6463,            8950.6692,
    2700.000,  24738.1714,           -1691.3798,            8779.9670,
    2760.000,  24800.9455,           -1733.4582,            8608.5725,
    2820.000,  24862.6055,           -1774.8887,            8436.4995,
    2880.000,  24923.1431,           -1815.6787,            8263.7620,
    2940.000,  24982.5505,           -1855.8358,            8090.3740,
    3000.000,  25040.8198,           -1895.3676,            7916.3494,
    3060.000,  25097.9432,           -1934.2817,            7741.7025,
    3120.000,  25153.9131,           -1972.5861,            7566.4472,
    3180.000,  25208.7221,           -2010.2887,            7390.5977,
    3240.000,  25262.3630,           -2047.3975,            7214.1682,
    3300.000,  25314.8285,           -2083.9206,            7037.1728,
    3360.000,  25366.1117,           -2119.8664,            6859.6258,
    3420.000,  25416.2058,           -2155.2432,            6681.5414,
    3480.000,  25465.1039,           -2190.0594,            6502.9339,
    3540.000,  25512.7997,           -2224.3235,            6323.8175,
    3600.000,  25559.2867,           -2258.0442,            6144.2067,
    3660.000,  25604.5587,           -2291.2303,            5964.1157,
    3720.000,  25648.6096,           -2323.8904,            5783.5588,
    3780.000,  25691.4335,           -2356.0336,            5602.5506,
    3840.000,  25733.0246,           -2387.6688,            5421.1053,
    3900.000,  25773.3773,           -2418.8050,            5239.2374,
    3960.000,  25812.4861,           -2449.4515,            5056.9613,
    4020.000,  25850.3458,           -2479.6174,            4874.2915,
    4080.000,  25886.9513,           -2509.3121,            4691.2425,
    4140.000,  25922.2975,           -2538.5448,            4507.8286,
    4200.000,  25956.3796,           -2567.3252,            4324.0644,
    4260.000,  25989.1930,           -2595.6626,            4139.9643,
    4320.000,  26020.7333,           -2623.5667,            3955.5429,
    4380.000,  26050.9960,           -2651.0472,            3770.8147,
    4440.000,  26079.9770,           -2678.1137,            3585.7942,
    4500.000,  26107.6723,           -2704.7760,            3400.4959,
    4560.000,  26134.0781,           -2731.0441,            3214.9343,
    4620.000,  26159.1907,           -2756.9277,            3029.1239,
    4680.000,  26183.0066,           -2782.4369,            2843.0793,
    4740.000,  26205.5224,           -2807.5816,            2656.8151,
    4800.000,  26226.7350,           -2832.3720,            2470.3456,
    4860.000,  26246.6414,           -2856.8181,            2283.6855,
    4920.000,  26265.2388,           -2880.9301,            2096.8492,
    4980.000,  26282.5244,           -2904.7183,            1909.8513,
    5040.000,  26298.4957,           -2928.1928,            1722.7062,
    5100.000,  26313.1504,           -2951.3640,            1535.4286,
    5160.000,  26326.4864,           -2974.2422,            1348.0328,
    5220.000,  26338.5015,           -2996.8377,            1160.5333,
    5280.000,  26349.1941,           -3019.1611,             972.9447,
    5340.000,  26358.5624,           -3041.2226,             785.2813,
    5400.000,  26366.6048,           -3063.0329,             597.5577,
    5460.000,  26373.3202,           -3084.6023,             409.7882,
    5520.000,  26378.7072,           -3105.9414,             221.9873,
    5580.000,  26382.7650,           -3127.0609,              34.1694,
    5640.000,  26385.4926,           -3147.9711,            -153.6511,
    5700.000,  26386.8894,           -3168.6829,            -341.4599,
    5760.000,  26386.9549,           -3189.2066,            -529.2425,
    5820.000,  26385.6888,           -3209.5531,            -716.9848,
    5880.000,  26383.0910,           -3229.7328,            -904.6723,
    5940.000,  26379.1613,           -3249.7566,           -1092.2908,
    6000.000,  26373.9001,           -3269.6350,           -1279.8261,
    6060.000,  26367.3076,           -3289.3787,           -1467.2638,
    6120.000,  26359.3844,           -3308.9984,           -1654.5898,
    6180.000,  26350.1310,           -3328.5048,           -1841.7898,
    6240.000,  26339.5485,           -3347.9085,           -2028.8498,
    6300.000,  26327.6377,           -3367.2203,           -2215.7556,
    6360.000,  26314.3998,           -3386.4508,           -2402.4930,
    6420.000,  26299.8362,           -3405.6107,           -2589.0481,
    6480.000,  26283.9484,           -3424.7107,           -2775.4067,
    6540.000,  26266.7381,           -3443.7614,           -2961.5549,
    6600.000,  26248.2070,           -3462.7734,           -3147.4787,
    6660.000,  26228.3572,           -3481.7575,           -3333.1642,
    6720.000,  26207.1908,           -3500.7242,           -3518.5973,
    6780.000,  26184.7101,           -3519.6841,           -3703.7644,
    6840.000,  26160.9177,           -3538.6479,           -3888.6515,
    6900.000,  26135.8161,           -3557.6260,           -4073.2448,
    6960.000,  26109.4082,           -3576.6291,           -4257.5307,
    7020.000,  26081.6969,           -3595.6675,           -4441.4953,
    7080.000,  26052.6853,           -3614.7519,           -4625.1250,
    7140.000,  26022.3768,           -3633.8927,           -4808.4062,
    7200.000,  25990.7747,           -3653.1002,           -4991.3252,
    7260.000,  25957.8827,           -3672.3849,           -5173.8686,
    7320.000,  25923.7045,           -3691.7572,           -5356.0228,
    7380.000,  25888.2440,           -3711.2274,           -5537.7743,
    7440.000,  25851.5052,           -3730.8057,           -5719.1099,
    7500.000,  25813.4925,           -3750.5023,           -5900.0160,
    7560.000,  25774.2101,           -3770.3276,           -6080.4794,
    7620.000,  25733.6626,           -3790.2916,           -6260.4867,
    7680.000,  25691.8547,           -3810.4044,           -6440.0249,
    7740.000,  25648.7911,           -3830.6762,           -6619.0807,
    7800.000,  25604.4769,           -3851.1168,           -6797.6409,
    7860.000,  25558.9171,           -3871.7363,           -6975.6926,
    7920.000,  25512.1171,           -3892.5445,           -7153.2227,
    7980.000,  25464.0823,           -3913.5514,           -7330.2183,
    8040.000,  25414.8181,           -3934.7666,           -7506.6664,
    8100.000,  25364.3304,           -3956.1999,           -7682.5542,
    8160.000,  25312.6250,           -3977.8610,           -7857.8689,
    8220.000,  25259.7078,           -3999.7594,           -8032.5977,
    8280.000,  25205.5851,           -4021.9048,           -8206.7281,
    8340.000,  25150.2630,           -4044.3065,           -8380.2472,
    8400.000,  25093.7480,           -4066.9740,           -8553.1427,
    8460.000,  25036.0467,           -4089.9167,           -8725.4019,
    8520.000,  24977.1657,           -4113.1436,           -8897.0125,
    8580.000,  24917.1119,           -4136.6641,           -9067.9621,
    8640.000,  24855.8922,           -4160.4873,           -9238.2382,
    8700.000,  24793.5137,           -4184.6222,           -9407.8287,
    8760.000,  24729.9837,           -4209.0776,           -9576.7214,
    8820.000,  24665.3095,           -4233.8626,           -9744.9041,
    8880.000,  24599.4985,           -4258.9859,           -9912.3648,
    8940.000,  24532.5585,           -4284.4562,          -10079.0914,
    9000.000,  24464.4970,           -4310.2822,          -10245.0721,
    9060.000,  24395.3221,           -4336.4722,          -10410.2949,
    9120.000,  24325.0417,           -4363.0349,          -10574.7480,
    9180.000,  24253.6639,           -4389.9786,          -10738.4198,
    9240.000,  24181.1970,           -4417.3115,          -10901.2985,
    9300.000,  24107.6492,           -4445.0418,          -11063.3725,
    9360.000,  24033.0291,           -4473.1775,          -11224.6303,
    9420.000,  23957.3453,           -4501.7268,          -11385.0604,
    9480.000,  23880.6065,           -4530.6974,          -11544.6515,
    9540.000,  23802.8215,           -4560.0971,          -11703.3922,
    9600.000,  23723.9992,           -4589.9336,          -11861.2713,
    9660.000,  23644.1487,           -4620.2146,          -12018.2777,
    9720.000,  23563.2791,           -4650.9474,          -12174.4001,
    9780.000,  23481.3997,           -4682.1396,          -12329.6276,
    9840.000,  23398.5199,           -4713.7982,          -12483.9492,
    9900.000,  23314.6492,           -4745.9306,          -12637.3541,
    9960.000,  23229.7970,           -4778.5438,          -12789.8314,
   10020.000,  23143.9732,           -4811.6447,          -12941.3704,
   10080.000,  23057.1875,           -4845.2401,          -13091.9605,
   10140.000,  22969.4498,           -4879.3368,          -13241.5911,
   10200.000,  22880.7700,           -4913.9415,          -13390.2516,
   10260.000,  22791.1583,           -4949.0605,          -13537.9318,
   10320.000,  22700.6248,           -4984.7004,          -13684.6212,
   10380.000,  22609.1797,           -5020.8672,          -13830.3095,
   10440.000,  22516.8335,           -5057.5673,          -13974.9867,
   10500.000,  22423.5966,           -5094.8067,          -14118.6426,
   10560.000,  22329.4794,           -5132.5912,          -14261.2671,
   10620.000,  22234.4927,           -5170.9266,          -14402.8503,
   10680.000,  22138.6471,           -5209.8187,          -14543.3825,
   10740.000,  22041.9534,           -5249.2729,          -14682.8537,
   10800.000,  21944.4225,           -5289.2948,          -14821.2544,
   10860.000,  21846.0653,           -5329.8895,          -14958.5748,
   10920.000,  21746.8929,           -5371.0622,          -15094.8055,
   10980.000,  21646.9163,           -5412.8181,          -15229.9371,
   11040.000,  21546.1467,           -5455.1620,          -15363.9601,
   11100.000,  21444.5954,           -5498.0987,          -15496.8653,
   11160.000,  21342.2736,           -5541.6329,          -15628.6435,
   11220.000,  21239.1928,           -5585.7691,          -15759.2855,
   11280.000,  21135.3644,           -5630.5117,          -15888.7825,
   11340.000,  21030.7999,           -5675.8649,          -16017.1254,
   11400.000,  20925.5110,           -5721.8330,          -16144.3055,
   11460.000,  20819.5092,           -5768.4199,          -16270.3138,
   11520.000,  20712.8062,           -5815.6294,          -16395.1419,
   11580.000,  20605.4138,           -5863.4654,          -16518.7810,
   11640.000,  20497.3439,           -5911.9313,          -16641.2227,
   11700.000,  20388.6082,           -5961.0307,          -16762.4587,
   11760.000,  20279.2188,           -6010.7669,          -16882.4805,
   11820.000,  20169.1875,           -6061.1431,          -17001.2799,
   11880.000,  20058.5265,           -6112.1622,          -17118.8489,
   11940.000,  19947.2478,           -6163.8273,          -17235.1793,
   12000.000,  19835.3634,           -6216.1411,          -17350.2632,
   12060.000,  19722.8856,           -6269.1062,          -17464.0928,
   12120.000,  19609.8266,           -6322.7251,          -17576.6602,
   12180.000,  19496.1985,           -6377.0001,          -17687.9578,
   12240.000,  19382.0137,           -6431.9335,          -17797.9780,
   12300.000,  19267.2846,           -6487.5274,          -17906.7133,
   12360.000,  19152.0233,           -6543.7835,          -18014.1562,
   12420.000,  19036.2424,           -6600.7039,          -18120.2996,
   12480.000,  18919.9542,           -6658.2899,          -18225.1360,
   12540.000,  18803.1712,           -6716.5432,          -18328.6585,
   12600.000,  18685.9058,           -6775.4651,          -18430.8600,
   12660.000,  18568.1706,           -6835.0569,          -18531.7335,
   12720.000,  18449.9780,           -6895.3195,          -18631.2722,
   12780.000,  18331.3406,           -6956.2538,          -18729.4693,
   12840.000,  18212.2709,           -7017.8608,          -18826.3182,
   12900.000,  18092.7816,           -7080.1409,          -18921.8124,
   12960.000,  17972.8851,           -7143.0946,          -19015.9453,
   13020.000,  17852.5942,           -7206.7224,          -19108.7105,
   13080.000,  17731.9214,           -7271.0243,          -19200.1019,
   13140.000,  17610.8793,           -7336.0005,          -19290.1132,
   13200.000,  17489.4807,           -7401.6508,          -19378.7384,
   13260.000,  17367.7380,           -7467.9749,          -19465.9714,
   13320.000,  17245.6640,           -7534.9725,          -19551.8063,
   13380.000,  17123.2713,           -7602.6431,          -19636.2374,
   13440.000,  17000.5726,           -7670.9859,          -19719.2590,
   13500.000,  16877.5805,           -7740.0002,          -19800.8655,
   13560.000,  16754.3077,           -7809.6848,          -19881.0514,
   13620.000,  16630.7667,           -7880.0388,          -19959.8112,
   13680.000,  16506.9703,           -7951.0608,          -20037.1397,
   13740.000,  16382.9311,           -8022.7495,          -20113.0316,
   13800.000,  16258.6616,           -8095.1032,          -20187.4819,
   13860.000,  16134.1744,           -8168.1202,          -20260.4856,
   13920.000,  16009.4823,           -8241.7988,          -20332.0376,
   13980.000,  15884.5976,           -8316.1368,          -20402.1333,
   14040.000,  15759.5331,           -8391.1322,          -20470.7679,
   14100.000,  15634.3011,           -8466.7826,          -20537.9368,
   14160.000,  15508.9143,           -8543.0857,          -20603.6355,
   14220.000,  15383.3852,           -8620.0388,          -20667.8595,
   14280.000,  15257.7261,           -8697.6392,          -20730.6046,
   14340.000,  15131.9496,           -8775.8841,          -20791.8665,
   14400.000,  15006.0680,           -8854.7704,          -20851.6412,
   14460.000,  14880.0937,           -8934.2950,          -20909.9245,
   14520.000,  14754.0392,           -9014.4546,          -20966.7127,
   14580.000,  14627.9166,           -9095.2457,          -21022.0019,
   14640.000,  14501.7383,           -9176.6648,          -21075.7884,
   14700.000,  14375.5165,           -9258.7081,          -21128.0685,
   14760.000,  14249.2635,           -9341.3718,          -21178.8388,
   14820.000,  14122.9913,           -9424.6519,          -21228.0958,
   14880.000,  13996.7121,           -9508.5442,          -21275.8363,
   14940.000,  13870.4381,           -9593.0444,          -21322.0571,
   15000.000,  13744.1812,           -9678.1482,          -21366.7550,
   15060.000,  13617.9533,           -9763.8509,          -21409.9271,
   15120.000,  13491.7665,           -9850.1478,          -21451.5704,
   15180.000,  13365.6327,           -9937.0342,          -21491.6821,
   15240.000,  13239.5635,          -10024.5050,          -21530.2597,
   15300.000,  13113.5710,          -10112.5551,          -21567.3004,
   15360.000,  12987.6666,          -10201.1794,          -21602.8017,
   15420.000,  12861.8622,          -10290.3723,          -21636.7614,
   15480.000,  12736.1693,          -10380.1284,          -21669.1771,
   15540.000,  12610.5995,          -10470.4420,          -21700.0466,
   15600.000,  12485.1642,          -10561.3074,          -21729.3679,
   15660.000,  12359.8748,          -10652.7186,          -21757.1389,
   15720.000,  12234.7428,          -10744.6696,          -21783.3579,
   15780.000,  12109.7794,          -10837.1542,          -21808.0229,
   15840.000,  11984.9957,          -10930.1662,          -21831.1325,
   15900.000,  11860.4031,          -11023.6990,          -21852.6849,
   15960.000,  11736.0124,          -11117.7462,          -21872.6788,
   16020.000,  11611.8347,          -11212.3009,          -21891.1127,
   16080.000,  11487.8810,          -11307.3566,          -21907.9855,
   16140.000,  11364.1621,          -11402.9061,          -21923.2959,
   16200.000,  11240.6887,          -11498.9424,          -21937.0430,
   16260.000,  11117.4715,          -11595.4584,          -21949.2258,
   16320.000,  10994.5212,          -11692.4466,          -21959.8434,
   16380.000,  10871.8483,          -11789.8998,          -21968.8951,
   16440.000,  10749.4631,          -11887.8104,          -21976.3803,
   16500.000,  10627.3761,          -11986.1706,          -21982.2985,
   16560.000,  10505.5975,          -12084.9728,          -21986.6491,
   16620.000,  10384.1376,          -12184.2089,          -21989.4320,
   16680.000,  10263.0063,          -12283.8710,          -21990.6468,
   16740.000,  10142.2137,          -12383.9510,          -21990.2935,
   16800.000,  10021.7697,          -12484.4406,          -21988.3720,
   16860.000,   9901.6841,          -12585.3314,          -21984.8825,
   16920.000,   9781.9666,          -12686.6149,          -21979.8251,
   16980.000,   9662.6268,          -12788.2827,          -21973.2002,
   17040.000,   9543.6742,          -12890.3259,          -21965.0081,
   17100.000,   9425.1184,          -12992.7359,          -21955.2493,
   17160.000,   9306.9685,          -13095.5036,          -21943.9245,
   17220.000,   9189.2338,          -13198.6201,          -21931.0343,
   17280.000,   9071.9234,          -13302.0763,          -21916.5797,
   17340.000,   8955.0463,          -13405.8629,          -21900.5614,
   17400.000,   8838.6115,          -13509.9707,          -21882.9806,
   17460.000,   8722.6276,          -13614.3902,          -21863.8384,
   17520.000,   8607.1035,          -13719.1118,          -21843.1359,
   17580.000,   8492.0477,          -13824.1261,          -21820.8746,
   17640.000,   8377.4686,          -13929.4232,          -21797.0559,
   17700.000,   8263.3746,          -14034.9934,          -21771.6813,
   17760.000,   8149.7739,          -14140.8267,          -21744.7524,
   17820.000,   8036.6747,          -14246.9132,          -21716.2710,
   17880.000,   7924.0850,          -14353.2428,          -21686.2390,
   17940.000,   7812.0127,          -14459.8052,          -21654.6584,
   18000.000,   7700.4656,          -14566.5904,          -21621.5311,
   18060.000,   7589.4513,          -14673.5878,          -21586.8593,
