C:/Users/IFT/Documents/SOAP Scenarios/Crosslink Scenario Data/GPS BIIRM-5.txt
2017/12/21 00:05:27.7500 UTC

Generated: Fri Apr 13 14:50:50 2018,
Start: 2017/11/21 00:05:27.75, Stop: 2017/12/22 00:05:27.75,
TIME_UNITS,     pos-X,              pox-Y,              pos-Z,
SECONDS,        km,                 km,                 km,

      -0.000,  23467.5972,            1445.8203,          -12318.9194,
      60.000,  23385.7118,            1397.6076,          -12479.0861,
     120.000,  23302.9051,            1348.5938,          -12638.2953,
     180.000,  23219.1890,            1298.7737,          -12796.5346,
     240.000,  23134.5753,            1248.1424,          -12953.7918,
     300.000,  23049.0761,            1196.6949,          -13110.0550,
     360.000,  22962.7035,            1144.4265,          -13265.3121,
     420.000,  22875.4695,            1091.3326,          -13419.5512,
     480.000,  22787.3866,            1037.4089,          -13572.7605,
     540.000,  22698.4670,             982.6509,          -13724.9283,
     600.000,  22608.7232,             927.0546,          -13876.0427,
     660.000,  22518.1676,             870.6161,          -14026.0923,
     720.000,  22426.8130,             813.3315,          -14175.0655,
     780.000,  22334.6719,             755.1973,          -14322.9510,
     840.000,  22241.7572,             696.2099,          -14469.7372,
     900.000,  22148.0816,             636.3660,          -14615.4131,
     960.000,  22053.6581,             575.6624,          -14759.9674,
    1020.000,  21958.4997,             514.0962,          -14903.3890,
    1080.000,  21862.6193,             451.6646,          -15045.6668,
    1140.000,  21766.0301,             388.3649,          -15186.7901,
    1200.000,  21668.7453,             324.1945,          -15326.7480,
    1260.000,  21570.7781,             259.1512,          -15465.5296,
    1320.000,  21472.1418,             193.2327,          -15603.1245,
    1380.000,  21372.8497,             126.4371,          -15739.5220,
    1440.000,  21272.9153,              58.7626,          -15874.7116,
    1500.000,  21172.3520,              -9.7926,          -16008.6830,
    1560.000,  21071.1733,             -79.2299,          -16141.4259,
    1620.000,  20969.3927,            -149.5506,          -16272.9301,
    1680.000,  20867.0239,            -220.7560,          -16403.1856,
    1740.000,  20764.0805,            -292.8469,          -16532.1823,
    1800.000,  20660.5762,            -365.8243,          -16659.9104,
    1860.000,  20556.5247,            -439.6887,          -16786.3600,
    1920.000,  20451.9398,            -514.4406,          -16911.5214,
    1980.000,  20346.8353,            -590.0804,          -17035.3851,
    2040.000,  20241.2249,            -666.6082,          -17157.9415,
    2100.000,  20135.1226,            -744.0238,          -17279.1813,
    2160.000,  20028.5423,            -822.3272,          -17399.0951,
    2220.000,  19921.4978,            -901.5179,          -17517.6738,
    2280.000,  19814.0030,            -981.5954,          -17634.9083,
    2340.000,  19706.0720,           -1062.5589,          -17750.7895,
    2400.000,  19597.7187,           -1144.4076,          -17865.3085,
    2460.000,  19488.9571,           -1227.1403,          -17978.4567,
    2520.000,  19379.8012,           -1310.7558,          -18090.2253,
    2580.000,  19270.2649,           -1395.2527,          -18200.6057,
    2640.000,  19160.3624,           -1480.6293,          -18309.5895,
    2700.000,  19050.1076,           -1566.8840,          -18417.1684,
    2760.000,  18939.5146,           -1654.0147,          -18523.3340,
    2820.000,  18828.5974,           -1742.0194,          -18628.0783,
    2880.000,  18717.3700,           -1830.8957,          -18731.3932,
    2940.000,  18605.8465,           -1920.6412,          -18833.2708,
    3000.000,  18494.0409,           -2011.2533,          -18933.7032,
    3060.000,  18381.9671,           -2102.7291,          -19032.6828,
    3120.000,  18269.6393,           -2195.0657,          -19130.2021,
    3180.000,  18157.0713,           -2288.2599,          -19226.2534,
    3240.000,  18044.2773,           -2382.3083,          -19320.8295,
    3300.000,  17931.2710,           -2477.2076,          -19413.9231,
    3360.000,  17818.0666,           -2572.9540,          -19505.5271,
    3420.000,  17704.6778,           -2669.5436,          -19595.6345,
    3480.000,  17591.1187,           -2766.9726,          -19684.2383,
    3540.000,  17477.4030,           -2865.2366,          -19771.3317,
    3600.000,  17363.5447,           -2964.3314,          -19856.9082,
    3660.000,  17249.5575,           -3064.2525,          -19940.9611,
    3720.000,  17135.4552,           -3164.9951,          -20023.4840,
    3780.000,  17021.2515,           -3266.5544,          -20104.4705,
    3840.000,  16906.9602,           -3368.9253,          -20183.9145,
    3900.000,  16792.5950,           -3472.1028,          -20261.8100,
    3960.000,  16678.1694,           -3576.0815,          -20338.1508,
    4020.000,  16563.6970,           -3680.8557,          -20412.9312,
    4080.000,  16449.1915,           -3786.4199,          -20486.1454,
    4140.000,  16334.6662,           -3892.7683,          -20557.7879,
    4200.000,  16220.1346,           -3999.8947,          -20627.8532,
    4260.000,  16105.6101,           -4107.7931,          -20696.3358,
    4320.000,  15991.1060,           -4216.4571,          -20763.2306,
    4380.000,  15876.6356,           -4325.8802,          -20828.5325,
    4440.000,  15762.2121,           -4436.0558,          -20892.2363,
    4500.000,  15647.8487,           -4546.9770,          -20954.3373,
    4560.000,  15533.5584,           -4658.6370,          -21014.8308,
    4620.000,  15419.3543,           -4771.0285,          -21073.7120,
    4680.000,  15305.2492,           -4884.1443,          -21130.9765,
