C:/Users/IFT/Documents/SOAP Scenarios/Crosslink Scenario Data/GPS BIIF-9.txt
2017/12/21 00:05:27.7500 UTC

Generated: Fri Apr 13 14:38:17 2018,
Start: 2017/11/21 00:05:27.75, Stop: 2017/12/22 00:05:27.75,
TIME_UNITS,     pos-X,              pox-Y,              pos-Z,
SECONDS,        km,                 km,                 km,
      -0.000,   3525.9707,           25993.7632,           -3850.7483,
      60.000,   3542.8267,           25963.0768,           -4037.9885,
     120.000,   3559.7523,           25931.0359,           -4224.9177,
     180.000,   3576.7581,           25897.6433,           -4411.5215,
     240.000,   3593.8552,           25862.9014,           -4597.7856,
     300.000,   3611.0542,           25826.8133,           -4783.6955,
     360.000,   3628.3660,           25789.3818,           -4969.2371,
     420.000,   3645.8012,           25750.6104,           -5154.3959,
     480.000,   3663.3706,           25710.5023,           -5339.1578,
     540.000,   3681.0850,           25669.0610,           -5523.5086,
     600.000,   3698.9547,           25626.2904,           -5707.4339,
     660.000,   3716.9906,           25582.1943,           -5890.9197,
     720.000,   3735.2031,           25536.7768,           -6073.9519,
     780.000,   3753.6027,           25490.0422,           -6256.5163,
     840.000,   3772.1998,           25441.9947,           -6438.5989,
     900.000,   3791.0049,           25392.6391,           -6620.1856,
     960.000,   3810.0283,           25341.9801,           -6801.2626,
    1020.000,   3829.2802,           25290.0225,           -6981.8158,
    1080.000,   3848.7710,           25236.7714,           -7161.8314,
    1140.000,   3868.5107,           25182.2322,           -7341.2956,
    1200.000,   3888.5095,           25126.4101,           -7520.1944,
    1260.000,   3908.7775,           25069.3107,           -7698.5141,
    1320.000,   3929.3246,           25010.9398,           -7876.2410,
    1380.000,   3950.1607,           24951.3033,           -8053.3615,
    1440.000,   3971.2957,           24890.4073,           -8229.8619,
    1500.000,   3992.7394,           24828.2578,           -8405.7286,
    1560.000,   4014.5015,           24764.8613,           -8580.9481,
    1620.000,   4036.5915,           24700.2244,           -8755.5069,
    1680.000,   4059.0191,           24634.3536,           -8929.3915,
    1740.000,   4081.7937,           24567.2559,           -9102.5887,
    1800.000,   4104.9248,           24498.9382,           -9275.0851,
    1860.000,   4128.4216,           24429.4077,           -9446.8673,
    1920.000,   4152.2933,           24358.6717,           -9617.9223,
    1980.000,   4176.5492,           24286.7376,           -9788.2368,
    2040.000,   4201.1982,           24213.6130,           -9957.7978,
    2100.000,   4226.2493,           24139.3057,          -10126.5922,
    2160.000,   4251.7114,           24063.8235,          -10294.6070,
    2220.000,   4277.5933,           23987.1745,          -10461.8293,
    2280.000,   4303.9037,           23909.3668,          -10628.2463,
    2340.000,   4330.6511,           23830.4089,          -10793.8451,
    2400.000,   4357.8440,           23750.3091,          -10958.6131,
    2460.000,   4385.4909,           23669.0761,          -11122.5375,
    2520.000,   4413.5999,           23586.7186,          -11285.6058,
    2580.000,   4442.1794,           23503.2455,          -11447.8055,
    2640.000,   4471.2374,           23418.6658,          -11609.1240,
    2700.000,   4500.7818,           23332.9887,          -11769.5490,
    2760.000,   4530.8205,           23246.2235,          -11929.0681,
    2820.000,   4561.3613,           23158.3795,          -12087.6692,
    2880.000,   4592.4118,           23069.4663,          -12245.3399,
    2940.000,   4623.9795,           22979.4937,          -12402.0683,
    3000.000,   4656.0718,           22888.4713,          -12557.8422,
    3060.000,   4688.6962,           22796.4092,          -12712.6497,
    3120.000,   4721.8596,           22703.3174,          -12866.4790,
    3180.000,   4755.5692,           22609.2060,          -13019.3181,
    3240.000,   4789.8319,           22514.0854,          -13171.1554,
