C:/Users/IFT/Documents/SOAP Scenarios/Crosslink Scenario Data/Orbit Information_ECI/GPS BIIR-2.txt
2017/12/21 00:05:27.7500 UTC

Generated: Mon Apr 30 11:47:31 2018,
Start: 2017/12/11 00:05:27.75, Stop: 2017/12/22 00:05:27.75,
TIME_UNITS,     pos-X,              pox-Y,              pos-Z,
SECONDS,        km,                 km,                 km,
      -0.000, -21316.3983,           -4115.9001,          -15437.9315,
      60.000, -21379.5976,           -4292.0577,          -15301.2512,
     120.000, -21441.1742,           -4467.8895,          -15163.4094,
     180.000, -21501.1232,           -4643.3821,          -15024.4163,
     240.000, -21559.4401,           -4818.5222,          -14884.2825,
     300.000, -21616.1202,           -4993.2965,          -14743.0185,
     360.000, -21671.1594,           -5167.6918,          -14600.6350,
     420.000, -21724.5532,           -5341.6946,          -14457.1428,
     480.000, -21776.2975,           -5515.2920,          -14312.5528,
     540.000, -21826.3883,           -5688.4705,          -14166.8757,
     600.000, -21874.8218,           -5861.2170,          -14020.1227,
     660.000, -21921.5941,           -6033.5185,          -13872.3048,
     720.000, -21966.7016,           -6205.3617,          -13723.4332,
     780.000, -22010.1408,           -6376.7337,          -13573.5191,
     840.000, -22051.9082,           -6547.6213,          -13422.5739,
     900.000, -22092.0007,           -6718.0116,          -13270.6090,
     960.000, -22130.4151,           -6887.8916,          -13117.6358,
    1020.000, -22167.1484,           -7057.2483,          -12963.6660,
    1080.000, -22202.1976,           -7226.0689,          -12808.7111,
    1140.000, -22235.5600,           -7394.3405,          -12652.7830,
    1200.000, -22267.2330,           -7562.0503,          -12495.8933,
    1260.000, -22297.2141,           -7729.1855,          -12338.0539,
    1320.000, -22325.5008,           -7895.7333,          -12179.2768,
    1380.000, -22352.0910,           -8061.6811,          -12019.5740,
    1440.000, -22376.9824,           -8227.0163,          -11858.9575,
    1500.000, -22400.1732,           -8391.7262,          -11697.4396,
    1560.000, -22421.6614,           -8555.7982,          -11535.0324,
    1620.000, -22441.4452,           -8719.2199,          -11371.7482,
    1680.000, -22459.5231,           -8881.9787,          -11207.5994,
    1740.000, -22475.8936,           -9044.0624,          -11042.5985,
    1800.000, -22490.5554,           -9205.4584,          -10876.7578,
    1860.000, -22503.5071,           -9366.1545,          -10710.0900,
    1920.000, -22514.7477,           -9526.1384,          -10542.6076,
    1980.000, -22524.2762,           -9685.3980,          -10374.3235,
    2040.000, -22532.0918,           -9843.9209,          -10205.2502,
    2100.000, -22538.1938,          -10001.6952,          -10035.4006,
    2160.000, -22542.5816,          -10158.7088,           -9864.7876,
    2220.000, -22545.2546,          -10314.9497,           -9693.4241,
    2280.000, -22546.2127,          -10470.4059,           -9521.3231,
    2340.000, -22545.4557,          -10625.0656,           -9348.4977,
    2400.000, -22542.9833,          -10778.9170,           -9174.9609,
    2460.000, -22538.7958,          -10931.9482,           -9000.7258,
    2520.000, -22532.8933,          -11084.1475,           -8825.8058,
    2580.000, -22525.2761,          -11235.5035,           -8650.2140,
    2640.000, -22515.9447,          -11386.0043,           -8473.9638,
    2700.000, -22504.8996,          -11535.6386,           -8297.0685,
    2760.000, -22492.1417,          -11684.3949,           -8119.5416,
    2820.000, -22477.6717,          -11832.2618,           -7941.3965,
    2880.000, -22461.4905,          -11979.2279,           -7762.6468,
    2940.000, -22443.5994,          -12125.2821,           -7583.3060,
    3000.000, -22423.9995,          -12270.4131,           -7403.3877,
    3060.000, -22402.6922,          -12414.6098,           -7222.9056,
    3120.000, -22379.6790,          -12557.8611,           -7041.8733,
    3180.000, -22354.9615,          -12700.1561,           -6860.3048,
    3240.000, -22328.5415,          -12841.4839,           -6678.2136,
    3300.000, -22300.4208,          -12981.8335,           -6495.6137,
    3360.000, -22270.6014,          -13121.1944,           -6312.5189,
    3420.000, -22239.0855,          -13259.5557,           -6128.9431,
    3480.000, -22205.8754,          -13396.9068,           -5944.9004,
    3540.000, -22170.9734,          -13533.2372,           -5760.4046,
    3600.000, -22134.3821,          -13668.5364,           -5575.4698,
    3660.000, -22096.1041,          -13802.7941,           -5390.1100,
    3720.000, -22056.1422,          -13935.9999,           -5204.3394,
    3780.000, -22014.4994,          -14068.1435,           -5018.1721,
    3840.000, -21971.1786,          -14199.2149,           -4831.6223,
    3900.000, -21926.1830,          -14329.2039,           -4644.7040,
    3960.000, -21879.5159,          -14458.1006,           -4457.4316,
    4020.000, -21831.1807,          -14585.8950,           -4269.8194,
    4080.000, -21781.1810,          -14712.5773,           -4081.8815,
    4140.000, -21729.5205,          -14838.1377,           -3893.6323,
    4200.000, -21676.2029,          -14962.5666,           -3705.0861,
    4260.000, -21621.2322,          -15085.8543,           -3516.2573,
    4320.000, -21564.6125,          -15207.9915,           -3327.1602,
    4380.000, -21506.3478,          -15328.9686,           -3137.8093,
    4440.000, -21446.4426,          -15448.7764,           -2948.2190,
    4500.000, -21384.9012,          -15567.4056,           -2758.4038,
    4560.000, -21321.7283,          -15684.8470,           -2568.3780,
    4620.000, -21256.9284,          -15801.0917,           -2378.1562,
    4680.000, -21190.5064,          -15916.1305,           -2187.7530,
    4740.000, -21122.4673,          -16029.9548,           -1997.1827,
    4800.000, -21052.8160,          -16142.5555,           -1806.4599,
    4860.000, -20981.5578,          -16253.9241,           -1615.5993,
    4920.000, -20908.6979,          -16364.0520,           -1424.6153,
    4980.000, -20834.2419,          -16472.9306,           -1233.5225,
    5040.000, -20758.1951,          -16580.5514,           -1042.3355,
    5100.000, -20680.5634,          -16686.9063,            -851.0689,
    5160.000, -20601.3524,          -16791.9869,            -659.7373,
    5220.000, -20520.5682,          -16895.7851,            -468.3554,
    5280.000, -20438.2166,          -16998.2929,            -276.9376,
    5340.000, -20354.3040,          -17099.5023,             -85.4987,
    5400.000, -20268.8365,          -17199.4055,             105.9468,
    5460.000, -20181.8205,          -17297.9948,             297.3841,
    5520.000, -20093.2627,          -17395.2624,             488.7988,
    5580.000, -20003.1695,          -17491.2009,             680.1761,
    5640.000, -19911.5477,          -17585.8027,             871.5014,
    5700.000, -19818.4043,          -17679.0606,            1062.7601,
    5760.000, -19723.7461,          -17770.9673,            1253.9375,
    5820.000, -19627.5804,          -17861.5156,            1445.0191,
    5880.000, -19529.9142,          -17950.6986,            1635.9902,
    5940.000, -19430.7550,          -18038.5092,            1826.8362,
    6000.000, -19330.1101,          -18124.9406,            2017.5425,
    6060.000, -19227.9873,          -18209.9862,            2208.0945,
    6120.000, -19124.3940,          -18293.6392,            2398.4776,
    6180.000, -19019.3382,          -18375.8932,            2588.6773,
    6240.000, -18912.8277,          -18456.7417,            2778.6790,
    6300.000, -18804.8705,          -18536.1784,            2968.4680,
    6360.000, -18695.4748,          -18614.1971,            3158.0299,
    6420.000, -18584.6488,          -18690.7918,            3347.3502,
    6480.000, -18472.4009,          -18765.9564,            3536.4144,
    6540.000, -18358.7395,          -18839.6850,            3725.2078,
    6600.000, -18243.6731,          -18911.9720,            3913.7162,
    6660.000, -18127.2106,          -18982.8116,            4101.9249,
    6720.000, -18009.3606,          -19052.1982,            4289.8197,
    6780.000, -17890.1321,          -19120.1265,            4477.3860,
    6840.000, -17769.5340,          -19186.5910,            4664.6095,
    6900.000, -17647.5755,          -19251.5867,            4851.4758,
    6960.000, -17524.2658,          -19315.1083,            5037.9706,
    7020.000, -17399.6142,          -19377.1508,            5224.0796,
    7080.000, -17273.6301,          -19437.7095,            5409.7884,
    7140.000, -17146.3231,          -19496.7795,            5595.0828,
    7200.000, -17017.7028,          -19554.3561,            5779.9486,
    7260.000, -16887.7789,          -19610.4349,            5964.3715,
    7320.000, -16756.5612,          -19665.0113,            6148.3374,
    7380.000, -16624.0598,          -19718.0811,            6331.8322,
    7440.000, -16490.2846,          -19769.6401,            6514.8418,
    7500.000, -16355.2458,          -19819.6842,            6697.3520,
    7560.000, -16218.9536,          -19868.2093,            6879.3489,
    7620.000, -16081.4183,          -19915.2118,            7060.8184,
    7680.000, -15942.6504,          -19960.6877,            7241.7467,
    7740.000, -15802.6604,          -20004.6335,            7422.1197,
    7800.000, -15661.4589,          -20047.0457,            7601.9236,
    7860.000, -15519.0567,          -20087.9209,            7781.1445,
    7920.000, -15375.4645,          -20127.2559,            7959.7687,
    7980.000, -15230.6933,          -20165.0474,            8137.7824,
    8040.000, -15084.7540,          -20201.2924,            8315.1719,
    8100.000, -14937.6578,          -20235.9881,            8491.9236,
    8160.000, -14789.4158,          -20269.1316,            8668.0237,
