C:/Users/IFT/Documents/SOAP Scenarios/Crosslink Scenario Data/Orbit Information_ECI/GPS BIIF-4.txt
2017/12/21 00:05:27.7500 UTC

Generated: Mon Apr 30 11:43:35 2018,
Start: 2017/12/11 00:05:27.75, Stop: 2017/12/22 00:05:27.75,
TIME_UNITS,     pos-X,              pox-Y,              pos-Z,
SECONDS,        km,                 km,                 km,
      -0.000,  23353.5394,            6835.0871,          -10453.1199,
      60.000,  23381.9493,            6991.3835,          -10282.5103,
     120.000,  23408.5526,            7147.1398,          -10111.1062,
     180.000,  23433.3471,            7302.3438,           -9938.9205,
     240.000,  23456.3307,            7456.9835,           -9765.9667,
     300.000,  23477.5014,            7611.0469,           -9592.2579,
     360.000,  23496.8575,            7764.5219,           -9417.8076,
     420.000,  23514.3972,            7917.3968,           -9242.6291,
     480.000,  23530.1190,            8069.6595,           -9066.7359,
     540.000,  23544.0214,            8221.2983,           -8890.1415,
     600.000,  23556.1033,            8372.3013,           -8712.8596,
     660.000,  23566.3635,            8522.6569,           -8534.9037,
     720.000,  23574.8010,            8672.3533,           -8356.2876,
     780.000,  23581.4151,            8821.3789,           -8177.0250,
     840.000,  23586.2049,            8969.7221,           -7997.1297,
     900.000,  23589.1700,            9117.3713,           -7816.6157,
     960.000,  23590.3099,            9264.3151,           -7635.4967,
    1020.000,  23589.6245,            9410.5421,           -7453.7867,
    1080.000,  23587.1135,            9556.0408,           -7271.4998,
    1140.000,  23582.7770,            9700.7998,           -7088.6501,
    1200.000,  23576.6152,            9844.8081,           -6905.2515,
    1260.000,  23568.6283,            9988.0542,           -6721.3183,
    1320.000,  23558.8169,           10130.5271,           -6536.8647,
    1380.000,  23547.1815,           10272.2157,           -6351.9049,
    1440.000,  23533.7228,           10413.1089,           -6166.4532,
    1500.000,  23518.4418,           10553.1957,           -5980.5238,
    1560.000,  23501.3394,           10692.4653,           -5794.1313,
    1620.000,  23482.4169,           10830.9067,           -5607.2898,
    1680.000,  23461.6754,           10968.5092,           -5420.0140,
    1740.000,  23439.1166,           11105.2620,           -5232.3182,
    1800.000,  23414.7419,           11241.1545,           -5044.2170,
    1860.000,  23388.5532,           11376.1760,           -4855.7249,
    1920.000,  23360.5522,           11510.3161,           -4666.8565,
    1980.000,  23330.7410,           11643.5643,           -4477.6264,
    2040.000,  23299.1219,           11775.9101,           -4288.0493,
    2100.000,  23265.6970,           11907.3433,           -4098.1397,
    2160.000,  23230.4688,           12037.8535,           -3907.9124,
    2220.000,  23193.4400,           12167.4307,           -3717.3822,
    2280.000,  23154.6132,           12296.0646,           -3526.5637,
    2340.000,  23113.9913,           12423.7453,           -3335.4718,
    2400.000,  23071.5774,           12550.4627,           -3144.1212,
    2460.000,  23027.3746,           12676.2070,           -2952.5268,
    2520.000,  22981.3862,           12800.9684,           -2760.7034,
    2580.000,  22933.6156,           12924.7370,           -2568.6658,
    2640.000,  22884.0664,           13047.5033,           -2376.4290,
    2700.000,  22832.7424,           13169.2576,           -2184.0079,
    2760.000,  22779.6473,           13289.9905,           -1991.4173,
    2820.000,  22724.7852,           13409.6924,           -1798.6722,
    2880.000,  22668.1603,           13528.3541,           -1605.7876,
    2940.000,  22609.7768,           13645.9662,           -1412.7783,
    3000.000,  22549.6390,           13762.5196,           -1219.6594,
    3060.000,  22487.7517,           13878.0052,           -1026.4459,
    3120.000,  22424.1194,           13992.4139,            -833.1527,
    3180.000,  22358.7470,           14105.7368,            -639.7948,
    3240.000,  22291.6394,           14217.9650,            -446.3872,
    3300.000,  22222.8019,           14329.0897,            -252.9450,
    3360.000,  22152.2395,           14439.1024,             -59.4832,
    3420.000,  22079.9577,           14547.9942,             133.9833,
    3480.000,  22005.9620,           14655.7569,             327.4393,
    3540.000,  21930.2581,           14762.3818,             520.8700,
    3600.000,  21852.8517,           14867.8607,             714.2602,
    3660.000,  21773.7487,           14972.1853,             907.5949,
    3720.000,  21692.9553,           15075.3475,            1100.8592,
    3780.000,  21610.4775,           15177.3392,            1294.0379,
    3840.000,  21526.3218,           15278.1524,            1487.1162,
    3900.000,  21440.4945,           15377.7793,            1680.0790,
    3960.000,  21353.0022,           15476.2120,            1872.9113,
    4020.000,  21263.8518,           15573.4428,            2065.5981,
    4080.000,  21173.0499,           15669.4642,            2258.1245,
    4140.000,  21080.6036,           15764.2686,            2450.4755,
    4200.000,  20986.5201,           15857.8486,            2642.6361,
    4260.000,  20890.8064,           15950.1968,            2834.5914,
    4320.000,  20793.4701,           16041.3062,            3026.3265,
    4380.000,  20694.5186,           16131.1695,            3217.8265,
    4440.000,  20593.9595,           16219.7797,            3409.0765,
    4500.000,  20491.8006,           16307.1298,            3600.0616,
    4560.000,  20388.0498,           16393.2132,            3790.7669,
    4620.000,  20282.7150,           16478.0229,            3981.1777,
    4680.000,  20175.8044,           16561.5524,            4171.2792,
    4740.000,  20067.3262,           16643.7952,            4361.0565,
    4800.000,  19957.2889,           16724.7448,            4550.4949,
    4860.000,  19845.7009,           16804.3948,            4739.5796,
    4920.000,  19732.5708,           16882.7392,            4928.2961,
    4980.000,  19617.9075,           16959.7716,            5116.6295,
    5040.000,  19501.7197,           17035.4862,            5304.5652,
    5100.000,  19384.0164,           17109.8770,            5492.0886,
    5160.000,  19264.8069,           17182.9381,            5679.1852,
    5220.000,  19144.1002,           17254.6640,            5865.8404,
    5280.000,  19021.9057,           17325.0489,            6052.0396,
    5340.000,  18898.2330,           17394.0874,            6237.7684,
    5400.000,  18773.0915,           17461.7740,            6423.0123,
    5460.000,  18646.4911,           17528.1036,            6607.7569,
    5520.000,  18518.4414,           17593.0708,            6791.9879,
    5580.000,  18388.9524,           17656.6707,            6975.6909,
    5640.000,  18258.0342,           17718.8983,            7158.8516,
    5700.000,  18125.6970,           17779.7487,            7341.4558,
    5760.000,  17991.9509,           17839.2171,            7523.4893,
    5820.000,  17856.8063,           17897.2990,            7704.9380,
    5880.000,  17720.2739,           17953.9898,            7885.7876,
    5940.000,  17582.3641,           18009.2851,            8066.0242,
    6000.000,  17443.0876,           18063.1806,            8245.6337,
    6060.000,  17302.4553,           18115.6720,            8424.6022,
    6120.000,  17160.4782,           18166.7553,            8602.9157,
    6180.000,  17017.1671,           18216.4266,            8780.5603,
    6240.000,  16872.5333,           18264.6818,            8957.5224,
    6300.000,  16726.5880,           18311.5174,            9133.7880,
    6360.000,  16579.3426,           18356.9296,            9309.3436,
    6420.000,  16430.8084,           18400.9149,            9484.1754,
    6480.000,  16280.9971,           18443.4699,            9658.2698,
    6540.000,  16129.9203,           18484.5913,            9831.6134,
    6600.000,  15977.5897,           18524.2759,           10004.1926,
    6660.000,  15824.0172,           18562.5206,           10175.9941,
    6720.000,  15669.2147,           18599.3225,           10347.0045,
    6780.000,  15513.1942,           18634.6787,           10517.2104,
    6840.000,  15355.9680,           18668.5864,           10686.5987,
    6900.000,  15197.5481,           18701.0431,           10855.1562,
    6960.000,  15037.9471,           18732.0463,           11022.8699,
    7020.000,  14877.1772,           18761.5935,           11189.7266,
    7080.000,  14715.2510,           18789.6824,           11355.7134,
    7140.000,  14552.1810,           18816.3110,           11520.8175,
    7200.000,  14387.9801,           18841.4771,           11685.0260,
    7260.000,  14222.6609,           18865.1788,           11848.3261,
    7320.000,  14056.2363,           18887.4144,           12010.7053,
    7380.000,  13888.7193,           18908.1821,           12172.1508,
    7440.000,  13720.1230,           18927.4802,           12332.6501,
    7500.000,  13550.4603,           18945.3075,           12492.1908,
    7560.000,  13379.7447,           18961.6624,           12650.7606,
    7620.000,  13207.9892,           18976.5438,           12808.3470,
    7680.000,  13035.2074,           18989.9506,           12964.9380,
    7740.000,  12861.4126,           19001.8816,           13120.5213,
    7800.000,  12686.6185,           19012.3362,           13275.0848,
    7860.000,  12510.8385,           19021.3134,           13428.6166,
    7920.000,  12334.0865,           19028.8126,           13581.1048,
    7980.000,  12156.3761,           19034.8333,           13732.5376,
    8040.000,  11977.7212,           19039.3751,           13882.9032,
    8100.000,  11798.1357,           19042.4376,           14032.1900,
    8160.000,  11617.6336,           19044.0207,           14180.3864,
    8220.000,  11436.2289,           19044.1243,           14327.4810,
    8280.000,  11253.9358,           19042.7485,           14473.4623,
    8340.000,  11070.7685,           19039.8933,           14618.3190,
    8400.000,  10886.7411,           19035.5591,           14762.0400,
    8460.000,  10701.8682,           19029.7463,           14904.6141,
    8520.000,  10516.1639,           19022.4554,           15046.0303,
    8580.000,  10329.6429,           19013.6870,           15186.2776,
    8640.000,  10142.3196,           19003.4418,           15325.3452,
    8700.000,   9954.2086,           18991.7208,           15463.2223,
    8760.000,   9765.3246,           18978.5249,           15599.8984,
    8820.000,   9575.6822,           18963.8551,           15735.3627,
    8880.000,   9385.2962,           18947.7127,           15869.6050,
    8940.000,   9194.1814,           18930.0991,           16002.6147,
    9000.000,   9002.3528,           18911.0155,           16134.3816,
    9060.000,   8809.8252,           18890.4637,           16264.8956,
    9120.000,   8616.6136,           18868.4453,           16394.1466,
    9180.000,   8422.7331,           18844.9621,           16522.1246,
    9240.000,   8228.1987,           18820.0159,           16648.8197,
    9300.000,   8033.0256,           18793.6088,           16774.2223,
    9360.000,   7837.2289,           18765.7429,           16898.3225,
    9420.000,   7640.8240,           18736.4204,           17021.1108,
    9480.000,   7443.8260,           18705.6438,           17142.5779,
    9540.000,   7246.2503,           18673.4154,           17262.7143,
    9600.000,   7048.1123,           18639.7379,           17381.5108,
    9660.000,   6849.4273,           18604.6140,           17498.9583,
    9720.000,   6650.2109,           18568.0465,           17615.0476,
    9780.000,   6450.4785,           18530.0383,           17729.7700,
    9840.000,   6250.2456,           18490.5925,           17843.1165,
    9900.000,   6049.5278,           18449.7121,           17955.0786,
    9960.000,   5848.3408,           18407.4005,           18065.6475,
   10020.000,   5646.7001,           18363.6611,           18174.8148,
   10080.000,   5444.6214,           18318.4973,           18282.5721,
   10140.000,   5242.1204,           18271.9128,           18388.9111,
   10200.000,   5039.2128,           18223.9112,           18493.8238,
   10260.000,   4835.9145,           18174.4964,           18597.3020,
   10320.000,   4632.2412,           18123.6722,           18699.3379,
   10380.000,   4428.2088,           18071.4429,           18799.9236,
   10440.000,   4223.8329,           18017.8124,           18899.0514,
   10500.000,   4019.1297,           17962.7850,           18996.7138,
   10560.000,   3814.1149,           17906.3652,           19092.9033,
   10620.000,   3608.8044,           17848.5574,           19187.6125,
   10680.000,   3403.2142,           17789.3662,           19280.8343,
   10740.000,   3197.3603,           17728.7963,           19372.5615,
   10800.000,   2991.2585,           17666.8525,           19462.7870,
   10860.000,   2784.9250,           17603.5397,           19551.5042,
   10920.000,   2578.3757,           17538.8629,           19638.7061,
   10980.000,   2371.6266,           17472.8272,           19724.3862,
   11040.000,   2164.6938,           17405.4379,           19808.5379,
   11100.000,   1957.5933,           17336.7003,           19891.1548,
   11160.000,   1750.3411,           17266.6198,           19972.2307,
   11220.000,   1542.9534,           17195.2020,           20051.7595,
   11280.000,   1335.4462,           17122.4525,           20129.7351,
   11340.000,   1127.8356,           17048.3771,           20206.1515,
   11400.000,    920.1376,           16972.9816,           20281.0030,
   11460.000,    712.3685,           16896.2720,           20354.2840,
   11520.000,    504.5441,           16818.2543,           20425.9889,
   11580.000,    296.6807,           16738.9346,           20496.1124,
   11640.000,     88.7943,           16658.3194,           20564.6490,
   11700.000,   -119.0989,           16576.4148,           20631.5937,
   11760.000,   -326.9830,           16493.2274,           20696.9414,
   11820.000,   -534.8417,           16408.7637,           20760.6872,
   11880.000,   -742.6591,           16323.0304,           20822.8264,
   11940.000,   -950.4190,           16236.0342,           20883.3542,
   12000.000,  -1158.1053,           16147.7820,           20942.2661,
   12060.000,  -1365.7021,           16058.2806,           20999.5578,
   12120.000,  -1573.1933,           15967.5373,           21055.2250,
   12180.000,  -1780.5628,           15875.5590,           21109.2635,
   12240.000,  -1987.7946,           15782.3531,           21161.6692,
   12300.000,  -2194.8727,           15687.9269,           21212.4384,
   12360.000,  -2401.7812,           15592.2877,           21261.5672,
